#,name,type1,color,type2,total,hp,attack,defence,sp atk,sp def,speed,generation,legendary,strong against,weak against,other,evol level,evol cond,shape,height,weight
589,Escavalier,Bug,Grey,Steel,495,70,135,105,60,105,20,5,Not Legendary,"Dark, Grass, Psychic, Fairy, Ice, Rock","Fire, Flying, Rock, Fight, Fire, Ground","nan, Immune to Poison",#N/A,#N/A,upright,7,290
590,Foongus,Grass,White,Poison,294,69,55,45,55,55,15,5,Not Legendary,"Ground, Rock, Water, Fairy, Grass","Bug, Fire, Flying, Ice, Poison, Ground, Psychic","nan, Not Effective Against Steel",39,None,upright,16,900
591,Amoonguss,Grass,Grey,Poison,464,114,85,70,85,80,30,5,Not Legendary,"Ground, Rock, Water, Fairy, Grass","Bug, Fire, Flying, Ice, Poison, Ground, Psychic","nan, Not Effective Against Steel",#N/A,#N/A,quadruped,4,94
592,Frillish,Water,Blue,Ghost,335,55,40,50,65,85,40,5,Not Legendary,"Fire, Ground, Rock, Ghost, Psychic","Electric, Grass, Dark, Ghost","nan, Immune to fight, Normal; Not Effective Against Normal",40,None,upright,10,145
593,Jellicent,Water,Blue,Ghost,480,100,60,70,85,105,60,5,Not Legendary,"Fire, Ground, Rock, Ghost, Psychic","Electric, Grass, Dark, Ghost","nan, Immune to fight, Normal; Not Effective Against Normal",#N/A,#N/A,upright,15,390
594,Alomomola,Water,Pink,,470,165,75,80,40,45,65,5,Not Legendary,"Fire, Ground, Rock","Electric, Grass",nan,#N/A,#N/A,quadruped,3,70
595,Joltik,Bug,Yellow,Electric,319,50,47,50,57,50,65,5,Not Legendary,"Dark, Grass, Psychic, Flying, Water","Fire, Flying, Rock, Ground","nan, Not Effective Against Ground",36,None,humanoid,6,109
596,Galvantula,Bug,Yellow,Electric,472,70,77,60,97,60,108,5,Not Legendary,"Dark, Grass, Psychic, Flying, Water","Fire, Flying, Rock, Ground","nan, Not Effective Against Ground",#N/A,#N/A,humanoid,15,400
597,Ferroseed,Grass,Grey,Steel,305,44,50,91,24,86,10,5,Not Legendary,"Ground, Rock, Water, Fairy, Ice, Rock","Bug, Fire, Flying, Ice, Poison, Fight, Fire, Ground","nan, Immune to Poison",40,None,upright,4,50
598,Ferrothorn,Grass,Grey,Steel,489,74,94,131,54,116,20,5,Not Legendary,"Ground, Rock, Water, Fairy, Ice, Rock","Bug, Fire, Flying, Ice, Poison, Fight, Fire, Ground","nan, Immune to Poison",#N/A,#N/A,upright,10,424
599,Klink,Steel,Grey,,300,40,55,70,45,60,30,5,Not Legendary,"Fairy, Ice, Rock","Fight, Fire, Ground",Immune to Poison,38,None,wings,3,17
600,Klang,Steel,Grey,,440,60,80,95,70,85,50,5,Not Legendary,"Fairy, Ice, Rock","Fight, Fire, Ground",Immune to Poison,49,None,wings,7,160
601,Klinklang,Steel,Grey,,520,60,100,115,70,85,90,5,Not Legendary,"Fairy, Ice, Rock","Fight, Fire, Ground",Immune to Poison,#N/A,#N/A,wings,12,245
602,Tynamo,Electric,White,,275,35,55,40,45,40,60,5,Not Legendary,"Flying, Water",Ground,Not Effective Against Ground,39,None,armor,3,25
603,Eelektrik,Electric,Blue,,405,65,85,70,75,70,40,5,Not Legendary,"Flying, Water",Ground,Not Effective Against Ground,#N/A,#N/A,blob,3,84
604,Eelektross,Electric,Blue,,515,85,115,80,105,80,50,5,Not Legendary,"Flying, Water",Ground,Not Effective Against Ground,#N/A,#N/A,bug-wings,12,170
605,Elgyem,Psychic,Blue,,335,55,55,55,85,55,30,5,Not Legendary,"Fight, Poison","Bug, Dark, Ghost",Not Effective Against Dark,42,None,quadruped,6,135
606,Beheeyem,Psychic,Brown,,485,75,75,75,125,95,40,5,Not Legendary,"Fight, Poison","Bug, Dark, Ghost",Not Effective Against Dark,#N/A,#N/A,quadruped,15,815
607,Litwick,Ghost,White,Fire,275,50,30,55,65,55,20,5,Not Legendary,"Ghost, Psychic, Bug, Grass, Ice, Steel","Dark, Ghost, Ground, Rock, Water","Immune to fight, Normal; Not Effective Against Normal, nan",41,None,arms,1,1
608,Lampent,Ghost,Grey,Fire,370,60,40,60,95,60,55,5,Not Legendary,"Ghost, Psychic, Bug, Grass, Ice, Steel","Dark, Ghost, Ground, Rock, Water","Immune to fight, Normal; Not Effective Against Normal, nan",#N/A,#N/A,arms,2,9
609,Chandelure,Ghost,Purple,Fire,520,60,55,90,145,90,80,5,Not Legendary,"Ghost, Psychic, Bug, Grass, Ice, Steel","Dark, Ghost, Ground, Rock, Water","Immune to fight, Normal; Not Effective Against Normal, nan",#N/A,#N/A,arms,11,100
610,Axew,Dragon,Green,,320,46,87,60,30,40,57,5,Not Legendary,Dragon,"Dragon, Fairy, Ice",Not Effective Against Fairy,38,None,quadruped,9,310
611,Fraxure,Dragon,Green,,410,66,117,70,40,50,67,5,Not Legendary,Dragon,"Dragon, Fairy, Ice",Not Effective Against Fairy,48,None,quadruped,17,910
612,Haxorus,Dragon,Green,,540,76,147,90,60,70,97,5,Not Legendary,Dragon,"Dragon, Fairy, Ice",Not Effective Against Fairy,#N/A,#N/A,upright,6,80
613,Cubchoo,Ice,Blue,,305,55,70,40,60,40,40,5,Not Legendary,"Dragon, Flying, Grass, Ground","Fighting, Fire, Rock, Steel",nan,37,None,humanoid,21,1360
614,Beartic,Ice,Blue,,485,95,110,80,70,80,50,5,Not Legendary,"Dragon, Flying, Grass, Ground","Fighting, Fire, Rock, Steel",nan,#N/A,#N/A,quadruped,12,280
615,Cryogonal,Ice,Blue,,485,70,50,30,95,135,105,5,Not Legendary,"Dragon, Flying, Grass, Ground","Fighting, Fire, Rock, Steel",nan,#N/A,#N/A,upright,3,35
616,Shelmet,Bug,Grey,,305,50,40,85,40,65,25,5,Not Legendary,"Dark, Grass, Psychic","Fire, Flying, Rock",nan,#N/A,#N/A,upright,6,85
617,Accelgor,Bug,Purple,,495,80,70,40,100,60,145,5,Not Legendary,"Dark, Grass, Psychic","Fire, Flying, Rock",nan,#N/A,#N/A,blob,8,20
618,Stunfisk,Ground,Brown,Electric,471,109,66,84,81,99,32,5,Not Legendary,"Electric, Fire, Poison, Rock, Steel, Flying, Water","Grass, Ice, Water, Ground","Immune to Electric; Not Effective Against Flying, Not Effective Against Ground",#N/A,#N/A,heads,8,45
619,Mienfoo,Fighting,Yellow,,350,45,85,50,55,50,65,5,Not Legendary,"Dark, Ice, Normal, Rock, Steel","Fairy, Flying, Psychic",Not Effective Against Ghost,50,None,blob,17,530
620,Mienshao,Fighting,Purple,,510,65,125,60,95,60,105,5,Not Legendary,"Dark, Ice, Normal, Rock, Steel","Fairy, Flying, Psychic",Not Effective Against Ghost,#N/A,#N/A,arms,2,5
621,Druddigon,Dragon,Blue,,485,77,120,90,60,90,48,5,Not Legendary,Dragon,"Dragon, Fairy, Ice",Not Effective Against Fairy,#N/A,#N/A,humanoid,8,155
622,Golett,Ground,Blue,Ghost,303,59,74,50,35,50,35,5,Not Legendary,"Electric, Fire, Poison, Rock, Steel, Ghost, Psychic","Grass, Ice, Water, Dark, Ghost","Immune to Electric; Not Effective Against Flying, Immune to fight, Normal; Not Effective Against Normal",43,None,legs,4,35
623,Golurk,Ground,Blue,Ghost,483,89,124,80,55,80,55,5,Not Legendary,"Electric, Fire, Poison, Rock, Steel, Ghost, Psychic","Grass, Ice, Water, Dark, Ghost","Immune to Electric; Not Effective Against Flying, Immune to fight, Normal; Not Effective Against Normal",#N/A,#N/A,humanoid,8,50
624,Pawniard,Dark,Red,Steel,340,45,85,70,40,40,60,5,Not Legendary,"Ghost, Psychic, Fairy, Ice, Rock","Bug, Fairy, Fight, Fight, Fire, Ground","Immunce to Psychic, Immune to Poison",52,None,tentacles,4,35
625,Bisharp,Dark,Red,Steel,490,65,125,100,60,70,70,5,Not Legendary,"Ghost, Psychic, Fairy, Ice, Rock","Bug, Fairy, Fight, Fight, Fire, Ground","Immunce to Psychic, Immune to Poison",#N/A,#N/A,blob,15,470
626,Bouffalant,Normal,Brown,,490,95,110,95,40,95,55,5,Not Legendary,None,Fighting,Immune to Ghost; Not Effective Against Ghost,#N/A,#N/A,heads,5,310
627,Rufflet,Normal,Blue,Flying,350,70,83,50,37,50,60,5,Not Legendary,"None, Bug, Fighting, Grass","Fighting, Electric, Ice, Rock","Immune to Ghost; Not Effective Against Ghost, Immune to Ground",54,None,heads,13,960
628,Braviary,Normal,Blue,Flying,510,100,123,75,57,75,80,5,Not Legendary,"None, Bug, Fighting, Grass","Fighting, Electric, Ice, Rock","Immune to Ghost; Not Effective Against Ghost, Immune to Ground",#N/A,#N/A,blob,5,73
629,Vullaby,Dark,Brown,Flying,370,70,55,75,45,65,60,5,Not Legendary,"Ghost, Psychic, Bug, Fighting, Grass","Bug, Fairy, Fight, Electric, Ice, Rock","Immunce to Psychic, Immune to Ground",54,None,blob,18,815
630,Mandibuzz,Dark,Brown,Flying,510,110,65,105,55,95,80,5,Not Legendary,"Ghost, Psychic, Bug, Fighting, Grass","Bug, Fairy, Fight, Electric, Ice, Rock","Immunce to Psychic, Immune to Ground",#N/A,#N/A,armor,5,83
631,Heatmor,Fire,Brown,,484,85,97,66,105,66,65,5,Not Legendary,"Bug, Grass, Ice, Steel","Ground, Rock, Water",nan,#N/A,#N/A,squiggle,13,353
632,Durant,Bug,Grey,Steel,484,58,109,112,48,48,109,5,Not Legendary,"Dark, Grass, Psychic, Fairy, Ice, Rock","Fire, Flying, Rock, Fight, Fire, Ground","nan, Immune to Poison",#N/A,#N/A,upright,5,60
633,Deino,Dark,Black,Dragon,300,52,65,50,45,50,38,5,Not Legendary,"Ghost, Psychic, Dragon","Bug, Fairy, Fight, Dragon, Fairy, Ice","Immunce to Psychic, Not Effective Against Fairy",50,None,upright,10,210
634,Zweilous,Dark,Black,Dragon,420,72,85,70,65,70,58,5,Not Legendary,"Ghost, Psychic, Dragon","Bug, Fairy, Fight, Dragon, Fairy, Ice","Immunce to Psychic, Not Effective Against Fairy",64,None,upright,8,260
635,Hydreigon,Dark,Black,Dragon,600,92,105,90,125,90,98,5,Not Legendary,"Ghost, Psychic, Dragon","Bug, Fairy, Fight, Dragon, Fairy, Ice","Immunce to Psychic, Not Effective Against Fairy",#N/A,#N/A,upright,25,2700
636,Larvesta,Bug,White,Fire,360,55,85,55,50,55,60,5,Not Legendary,"Dark, Grass, Psychic, Bug, Grass, Ice, Steel","Fire, Flying, Rock, Ground, Rock, Water","nan, nan",59,None,quadruped,13,252
637,Volcarona,Bug,Red,Fire,550,85,60,65,135,105,100,5,Not Legendary,"Dark, Grass, Psychic, Bug, Grass, Ice, Steel","Fire, Flying, Rock, Ground, Rock, Water","nan, nan",#N/A,#N/A,quadruped,27,2250
638,Cobalion,Steel,Blue,Fighting,580,91,90,129,90,72,108,5,Legendary,"Fairy, Ice, Rock, Dark, Ice, Normal, Rock, Steel","Fight, Fire, Ground, Fairy, Flying, Psychic","Immune to Poison, Not Effective Against Ghost",#N/A,#N/A,quadruped,10,235
639,Terrakion,Rock,Grey,Fighting,580,91,129,90,72,90,108,5,Legendary,"Bug, Fire, Flying, Ice, Dark, Ice, Normal, Rock, Steel","Fight, Grass, Ground, Steel, Water, Fairy, Flying, Psychic","nan, Not Effective Against Ghost",#N/A,#N/A,humanoid,8,215
640,Virizion,Grass,Green,Fighting,580,91,90,72,90,129,108,5,Legendary,"Ground, Rock, Water, Dark, Ice, Normal, Rock, Steel","Bug, Fire, Flying, Ice, Poison, Fairy, Flying, Psychic","nan, Not Effective Against Ghost",#N/A,#N/A,upright,2,22
641,TornadusIncarnate Forme,Flying,Green,,580,79,115,70,125,80,111,5,Legendary,"Bug, Fighting, Grass","Electric, Ice, Rock",Immune to Ground,#N/A,#N/A,ball,3,57
641,TornadusTherian Forme,Flying,Green,,580,79,100,80,110,90,121,5,Legendary,"Bug, Fighting, Grass","Electric, Ice, Rock",Immune to Ground,#N/A,#N/A,squiggle,3,28
642,ThundurusIncarnate Forme,Electric,Blue,Flying,580,79,115,70,125,80,111,5,Legendary,"Flying, Water, Bug, Fighting, Grass","Ground, Electric, Ice, Rock","Not Effective Against Ground, Immune to Ground",#N/A,#N/A,squiggle,8,175
642,ThundurusTherian Forme,Electric,Blue,Flying,580,79,105,70,145,80,101,5,Legendary,"Flying, Water, Bug, Fighting, Grass","Ground, Electric, Ice, Rock","Not Effective Against Ground, Immune to Ground",#N/A,#N/A,upright,20,1505
643,Reshiram,Dragon,White,Fire,680,100,120,100,150,120,90,5,Legendary,"Dragon, Bug, Grass, Ice, Steel","Dragon, Fairy, Ice, Ground, Rock, Water","Not Effective Against Fairy, nan",#N/A,#N/A,ball,2,30
644,Zekrom,Dragon,Black,Electric,680,100,150,120,120,100,90,5,Legendary,"Dragon, Flying, Water","Dragon, Fairy, Ice, Ground","Not Effective Against Fairy, Not Effective Against Ground",#N/A,#N/A,arms,4,70
645,LandorusIncarnate Forme,Ground,Orange,Flying,600,89,125,90,115,80,101,5,Legendary,"Electric, Fire, Poison, Rock, Steel, Bug, Fighting, Grass","Grass, Ice, Water, Electric, Ice, Rock","Immune to Electric; Not Effective Against Flying, Immune to Ground",#N/A,#N/A,tentacles,15,710
645,LandorusTherian Forme,Ground,Orange,Flying,600,89,145,90,105,80,91,5,Legendary,"Electric, Fire, Poison, Rock, Steel, Bug, Fighting, Grass","Grass, Ice, Water, Electric, Ice, Rock","Immune to Electric; Not Effective Against Flying, Immune to Ground",#N/A,#N/A,ball,4,50
646,Kyurem,Dragon,Grey,Ice,660,125,130,90,130,90,95,5,Legendary,"Dragon, Dragon, Flying, Grass, Ground","Dragon, Fairy, Ice, Fighting, Fire, Rock, Steel","Not Effective Against Fairy, nan",#N/A,#N/A,blob,9,125
646,KyuremBlack Kyurem,Dragon,Black,Ice,700,125,170,100,120,90,95,5,Legendary,"Dragon, Dragon, Flying, Grass, Ground","Dragon, Fairy, Ice, Fighting, Fire, Rock, Steel","Not Effective Against Fairy, nan",#N/A,#N/A,quadruped,10,995
646,KyuremWhite Kyurem,Dragon,White,Ice,700,125,120,90,170,100,95,5,Legendary,"Dragon, Dragon, Flying, Grass, Ground","Dragon, Fairy, Ice, Fighting, Fire, Rock, Steel","Not Effective Against Fairy, nan",#N/A,#N/A,quadruped,20,5050
647,KeldeoOrdinary Forme,Water,White,Fighting,580,91,72,90,129,90,108,5,Not Legendary,"Fire, Ground, Rock, Dark, Ice, Normal, Rock, Steel","Electric, Grass, Fairy, Flying, Psychic","nan, Not Effective Against Ghost",#N/A,#N/A,wings,5,80
647,KeldeoResolute Forme,Water,White,Fighting,580,91,72,90,129,90,108,5,Not Legendary,"Fire, Ground, Rock, Dark, Ice, Normal, Rock, Steel","Electric, Grass, Fairy, Flying, Psychic","nan, Not Effective Against Ghost",#N/A,#N/A,wings,15,850
648,MeloettaAria Forme,Normal,Green,Psychic,600,100,77,77,128,128,90,5,Not Legendary,"None, Fight, Poison","Fighting, Bug, Dark, Ghost","Immune to Ghost; Not Effective Against Ghost, Not Effective Against Dark",#N/A,#N/A,quadruped,30,2150
648,MeloettaPirouette Forme,Normal,Orange,Fighting,600,100,128,90,77,77,128,5,Not Legendary,"None, Dark, Ice, Normal, Rock, Steel","Fighting, Fairy, Flying, Psychic","Immune to Ghost; Not Effective Against Ghost, Not Effective Against Ghost",#N/A,#N/A,wings,58,2030
649,Genesect,Bug,Purple,Steel,600,71,120,95,120,95,99,5,Not Legendary,"Dark, Grass, Psychic, Fairy, Ice, Rock","Fire, Flying, Rock, Fight, Fire, Ground","nan, Immune to Poison",#N/A,#N/A,squiggle,50,3050
650,Chespin,Grass,Brown,,313,56,61,65,48,45,38,6,Not Legendary,"Ground, Rock, Water","Bug, Fire, Flying, Ice, Poison",nan,16,None,arms,7,88
651,Quilladin,Grass,Brown,,405,61,78,95,56,58,57,6,Not Legendary,"Ground, Rock, Water","Bug, Fire, Flying, Ice, Poison",nan,36,None,ball,5,90
652,Chesnaught,Grass,White,Fighting,530,88,107,122,74,75,64,6,Not Legendary,"Ground, Rock, Water, Dark, Ice, Normal, Rock, Steel","Bug, Fire, Flying, Ice, Poison, Fairy, Flying, Psychic","nan, Not Effective Against Ghost",#N/A,#N/A,ball,17,1950
653,Fennekin,Fire,Yellow,,307,40,45,40,62,60,60,6,Not Legendary,"Bug, Grass, Ice, Steel","Ground, Rock, Water",nan,16,None,NA,17,608
654,Braixen,Fire,Yellow,,409,59,59,58,90,70,73,6,Not Legendary,"Bug, Grass, Ice, Steel","Ground, Rock, Water",nan,36,None,NA,17,608
655,Delphox,Fire,Orange,Psychic,534,75,69,72,114,100,104,6,Not Legendary,"Bug, Grass, Ice, Steel, Fight, Poison","Ground, Rock, Water, Bug, Dark, Ghost","nan, Not Effective Against Dark",#N/A,#N/A,NA,17,608
656,Froakie,Water,Blue,,314,41,56,40,62,44,71,6,Not Legendary,"Fire, Ground, Rock","Electric, Grass",nan,16,None,NA,5,65
657,Frogadier,Water,Blue,,405,54,63,52,83,56,97,6,Not Legendary,"Fire, Ground, Rock","Electric, Grass",nan,36,None,NA,5,65
658,Greninja,Water,Blue,Dark,530,72,95,67,103,71,122,6,Not Legendary,"Fire, Ground, Rock, Ghost, Psychic","Electric, Grass, Bug, Fairy, Fight","nan, Immunce to Psychic",#N/A,#N/A,NA,4,52
659,Bunnelby,Normal,Grey,,237,38,36,38,32,36,57,6,Not Legendary,None,Fighting,Immune to Ghost; Not Effective Against Ghost,20,None,NA,69,6500
660,Diggersby,Normal,Grey,Ground,423,85,56,77,50,77,78,6,Not Legendary,"None, Electric, Fire, Poison, Rock, Steel","Fighting, Grass, Ice, Water","Immune to Ghost; Not Effective Against Ghost, Immune to Electric; Not Effective Against Flying",#N/A,#N/A,NA,3,3
661,Fletchling,Normal,White,Flying,278,45,50,43,40,38,62,6,Not Legendary,"None, Bug, Fighting, Grass","Fighting, Electric, Ice, Rock","Immune to Ghost; Not Effective Against Ghost, Immune to Ground",17,None,NA,3,3
662,Fletchinder,Fire,White,Flying,382,62,73,55,56,52,84,6,Not Legendary,"Bug, Grass, Ice, Steel, Bug, Fighting, Grass","Ground, Rock, Water, Electric, Ice, Rock","nan, Immune to Ground",35,None,NA,3,3
663,Talonflame,Fire,White,Flying,499,78,81,71,74,69,126,6,Not Legendary,"Bug, Grass, Ice, Steel, Bug, Fighting, Grass","Ground, Rock, Water, Electric, Ice, Rock","nan, Immune to Ground",#N/A,#N/A,NA,3,3
664,Scatterbug,Bug,Grey,,200,38,35,40,27,25,35,6,Not Legendary,"Dark, Grass, Psychic","Fire, Flying, Rock",nan,9,None,NA,3,3
665,Spewpa,Bug,Grey,,213,45,22,60,27,30,29,6,Not Legendary,"Dark, Grass, Psychic","Fire, Flying, Rock",nan,12,None,NA,3,8
666,Vivillon,Bug,Purple,Flying,411,80,52,50,90,50,89,6,Not Legendary,"Dark, Grass, Psychic, Bug, Fighting, Grass","Fire, Flying, Rock, Electric, Ice, Rock","nan, Immune to Ground",#N/A,#N/A,NA,3,8
667,Litleo,Fire,Grey,Normal,369,62,50,58,73,54,72,6,Not Legendary,"Bug, Grass, Ice, Steel, None","Ground, Rock, Water, Fighting","nan, Immune to Ghost; Not Effective Against Ghost",35,None,NA,3,8
668,Pyroar,Fire,Grey,Normal,507,86,68,72,109,66,106,6,Not Legendary,"Bug, Grass, Ice, Steel, None","Ground, Rock, Water, Fighting","nan, Immune to Ghost; Not Effective Against Ghost",#N/A,#N/A,NA,10,180
669,Flabebe,Fairy,White,,303,44,38,39,61,79,42,6,Not Legendary,"Dark, Dragon, Fighting","Poison, Steel",Immune to Dragon,#N/A,#N/A,NA,13,929
670,Floette,Fairy,White,,371,54,45,47,75,98,52,6,Not Legendary,"Dark, Dragon, Fighting","Poison, Steel",Immune to Dragon,#N/A,#N/A,NA,6,65
671,Florges,Fairy,White,,552,78,65,68,112,154,75,6,Not Legendary,"Dark, Dragon, Fighting","Poison, Steel",Immune to Dragon,#N/A,#N/A,NA,14,630
672,Skiddo,Grass,Brown,,350,66,65,48,62,57,52,6,Not Legendary,"Ground, Rock, Water","Bug, Fire, Flying, Ice, Poison",nan,32,None,NA,30,610
673,Gogoat,Grass,Brown,,531,123,100,62,97,81,68,6,Not Legendary,"Ground, Rock, Water","Bug, Fire, Flying, Ice, Poison",nan,#N/A,#N/A,NA,13,680
674,Pancham,Fighting,Black,,348,67,82,62,46,48,43,6,Not Legendary,"Dark, Ice, Normal, Rock, Steel","Fairy, Flying, Psychic",Not Effective Against Ghost,32,with a Dark type Pok?mon in party,NA,33,3250
675,Pangoro,Fighting,Black,Dark,495,95,124,78,69,71,58,6,Not Legendary,"Dark, Ice, Normal, Rock, Steel, Ghost, Psychic","Fairy, Flying, Psychic, Bug, Fairy, Fight","Not Effective Against Ghost, Immunce to Psychic",#N/A,#N/A,NA,36,3250
676,Furfrou,Normal,White,,472,75,80,60,65,90,102,6,Not Legendary,None,Fighting,Immune to Ghost; Not Effective Against Ghost,#N/A,#N/A,NA,14,485
677,Espurr,Psychic,Grey,,355,62,48,54,63,60,68,6,Not Legendary,"Fight, Poison","Bug, Dark, Ghost",Not Effective Against Dark,25,None,NA,6,85
678,MeowsticMale,Psychic,Blue,,466,74,48,76,83,81,104,6,Not Legendary,"Fight, Poison","Bug, Dark, Ghost",Not Effective Against Dark,#N/A,#N/A,NA,17,530
678,MeowsticFemale,Psychic,White,,466,74,48,76,83,81,104,6,Not Legendary,"Fight, Poison","Bug, Dark, Ghost",Not Effective Against Dark,#N/A,#N/A,NA,3,35
679,Honedge,Steel,Brown,Ghost,325,45,80,100,35,37,28,6,Not Legendary,"Fairy, Ice, Rock, Ghost, Psychic","Fight, Fire, Ground, Dark, Ghost","Immune to Poison, Immune to fight, Normal; Not Effective Against Normal",35,None,NA,5,75
680,Doublade,Steel,Brown,Ghost,448,59,110,150,45,49,35,6,Not Legendary,"Fairy, Ice, Rock, Ghost, Psychic","Fight, Fire, Ground, Dark, Ghost","Immune to Poison, Immune to fight, Normal; Not Effective Against Normal",#N/A,#N/A,NA,8,150
681,AegislashBlade Forme,Steel,Gold,Ghost,520,60,150,50,150,50,60,6,Not Legendary,"Fairy, Ice, Rock, Ghost, Psychic","Fight, Fire, Ground, Dark, Ghost","Immune to Poison, Immune to fight, Normal; Not Effective Against Normal",#N/A,#N/A,NA,7,95
681,AegislashShield Forme,Steel,Gold,Ghost,520,60,50,150,50,150,60,6,Not Legendary,"Fairy, Ice, Rock, Ghost, Psychic","Fight, Fire, Ground, Dark, Ghost","Immune to Poison, Immune to fight, Normal; Not Effective Against Normal",#N/A,#N/A,NA,11,140
682,Spritzee,Fairy,Pink,,341,78,52,60,63,65,23,6,Not Legendary,"Dark, Dragon, Fighting","Poison, Steel",Immune to Dragon,#N/A,#N/A,NA,17,390
683,Aromatisse,Fairy,Pink,,462,101,72,72,99,89,29,6,Not Legendary,"Dark, Dragon, Fighting","Poison, Steel",Immune to Dragon,#N/A,#N/A,NA,24,1555
684,Swirlix,Fairy,White,,341,62,48,66,59,57,49,6,Not Legendary,"Dark, Dragon, Fighting","Poison, Steel",Immune to Dragon,#N/A,#N/A,NA,17,1105
685,Slurpuff,Fairy,White,,480,82,80,86,85,75,72,6,Not Legendary,"Dark, Dragon, Fighting","Poison, Steel",Immune to Dragon,#N/A,#N/A,NA,17,1005
686,Inkay,Dark,Blue,Psychic,288,53,54,53,37,46,45,6,Not Legendary,"Ghost, Psychic, Fight, Poison","Bug, Fairy, Fight, Bug, Dark, Ghost","Immunce to Psychic, Not Effective Against Dark",30,holding 3DS upside down,NA,16,1011
687,Malamar,Dark,Blue,Psychic,482,86,92,88,68,75,73,6,Not Legendary,"Ghost, Psychic, Fight, Poison","Bug, Fairy, Fight, Bug, Dark, Ghost","Immunce to Psychic, Not Effective Against Dark",#N/A,#N/A,NA,12,480
688,Binacle,Rock,Orange,Water,306,42,52,67,39,56,50,6,Not Legendary,"Bug, Fire, Flying, Ice, Fire, Ground, Rock","Fight, Grass, Ground, Steel, Water, Electric, Grass","nan, nan",39,None,NA,14,405
689,Barbaracle,Rock,Orange,Water,500,72,105,115,54,86,68,6,Not Legendary,"Bug, Fire, Flying, Ice, Fire, Ground, Rock","Fight, Grass, Ground, Steel, Water, Electric, Grass","nan, nan",#N/A,#N/A,NA,22,1000
690,Skrelp,Poison,Purple,Water,320,50,60,60,60,60,30,6,Not Legendary,"Fairy, Grass, Fire, Ground, Rock","Ground, Psychic, Electric, Grass","Not Effective Against Steel, nan",48,None,NA,17,590
691,Dragalge,Poison,Brown,Dragon,494,65,75,90,97,123,44,6,Not Legendary,"Fairy, Grass, Dragon","Ground, Psychic, Dragon, Fairy, Ice","Not Effective Against Steel, Not Effective Against Fairy",#N/A,#N/A,NA,65,3050
692,Clauncher,Water,Blue,,330,50,53,62,58,63,44,6,Not Legendary,"Fire, Ground, Rock","Electric, Grass",nan,37,None,NA,21,790
693,Clawitzer,Water,Blue,,500,71,73,88,120,89,59,6,Not Legendary,"Fire, Ground, Rock","Electric, Grass",nan,#N/A,#N/A,NA,23,1270
694,Helioptile,Electric,Yellow,Normal,289,44,38,33,61,43,70,6,Not Legendary,"Flying, Water, None","Ground, Fighting","Not Effective Against Ground, Immune to Ghost; Not Effective Against Ghost",#N/A,#N/A,NA,15,330
695,Heliolisk,Electric,Yellow,Normal,481,62,55,52,109,94,109,6,Not Legendary,"Flying, Water, None","Ground, Fighting","Not Effective Against Ground, Immune to Ghost; Not Effective Against Ghost",#N/A,#N/A,NA,14,615
696,Tyrunt,Rock,Brown,Dragon,362,58,89,77,45,45,48,6,Not Legendary,"Bug, Fire, Flying, Ice, Dragon","Fight, Grass, Ground, Steel, Water, Dragon, Fairy, Ice","nan, Not Effective Against Fairy",39,Daytime,NA,20,1250
697,Tyrantrum,Rock,Brown,Dragon,521,82,121,119,69,59,71,6,Not Legendary,"Bug, Fire, Flying, Ice, Dragon","Fight, Grass, Ground, Steel, Water, Dragon, Fairy, Ice","nan, Not Effective Against Fairy",#N/A,#N/A,NA,17,625
698,Amaura,Rock,Blue,Ice,362,77,59,50,67,63,46,6,Not Legendary,"Bug, Fire, Flying, Ice, Dragon, Flying, Grass, Ground","Fight, Grass, Ground, Steel, Water, Fighting, Fire, Rock, Steel","nan, nan",39,Nighttime,NA,19,495
699,Aurorus,Rock,Blue,Ice,521,123,77,72,99,92,58,6,Not Legendary,"Bug, Fire, Flying, Ice, Dragon, Flying, Grass, Ground","Fight, Grass, Ground, Steel, Water, Fighting, Fire, Rock, Steel","nan, nan",#N/A,#N/A,NA,25,2550
700,Sylveon,Fairy,White,,525,95,65,65,110,130,60,6,Not Legendary,"Dark, Dragon, Fighting","Poison, Steel",Immune to Dragon,#N/A,#N/A,NA,19,520
701,Hawlucha,Fighting,Green,Flying,500,78,92,75,74,63,118,6,Not Legendary,"Dark, Ice, Normal, Rock, Steel, Bug, Fighting, Grass","Fairy, Flying, Psychic, Electric, Ice, Rock","Not Effective Against Ghost, Immune to Ground",#N/A,#N/A,NA,16,484
702,Dedenne,Electric,Yellow,Fairy,431,67,58,57,81,67,101,6,Not Legendary,"Flying, Water, Dark, Dragon, Fighting","Ground, Poison, Steel","Not Effective Against Ground, Immune to Dragon",#N/A,#N/A,NA,10,235
703,Carbink,Rock,Grey,Fairy,500,50,50,150,50,150,50,6,Not Legendary,"Bug, Fire, Flying, Ice, Dark, Dragon, Fighting","Fight, Grass, Ground, Steel, Water, Poison, Steel","nan, Immune to Dragon",#N/A,#N/A,NA,22,3950
704,Goomy,Dragon,Purple,,300,45,50,35,55,75,40,6,Not Legendary,Dragon,"Dragon, Fairy, Ice",Not Effective Against Fairy,40,None,NA,13,315
